raw,speaker,text,line_number_n,ngram_text
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,recorrido de
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,de la
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,la galerías
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,galerías no
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,no porque
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,porque antes
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,antes antes
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,antes había
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,había mucho
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,mucho más
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,más movimiento
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,movimiento de
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,de arte
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,arte en
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,en caracas
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,caracas que
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,que ahora
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,ahora diría
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,diría yo
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,yo no
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,no a
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,a pesar
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,pesar de
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,de que
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,que está
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,está el
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,el museo
"Habl. Bueno, fíjate tú ... de chiquito él me llevaba eh ... asiduamente a conciertos en el Aula Magna ... y ... siempre íbamos los domingos o hacíamos el recorrido de la galerías ¿no? Porque antes, antes había mucho más movimiento de arte en Caracas que ahora, diría yo ¿no? a pesar de que está el Museo de Arte Contemporáneo y toda esta cuestión, pero antes había una ... un movimiento mucho más grande de galerías en sí, de pintores particulares. Entonces nosotros íbamos todos los domingos; él me pasaba buscando por mi casa. Íbamos los dos, como grandes compañeros, a ... a visitar ... las ... las galerías por Caracas, o si no íbamos a un concierto; y, como te digo, poco a poco, me fue ... me fue enseñando y cuan.. cada vez que venía ópera a Caracas teníamos el contacto ¿no? siempre íbamos. Después he ido varias veces al extranjero, donde he tenido ya contacto, digamos, más ... más consciente, más ...",Hablante, siempre íbamos los domingos o hacíamos el recorrido de la galerías no porque antes antes había mucho más movimiento de arte en caracas que ahora diría yo no a pesar de que está el museo de arte contemporáneo y toda esta cuestión pero antes había una ,52,museo de
